"transaction_id","timestamp","amount","sender_vpa","receiver_vpa","sender_bank","receiver_bank","status","failure_reason","failure_type","error_code","retry_count","metadata"
"TXN000770","2025-07-21T14:07:25.908463","37333.99","user1912@mobikwik","merchant224@mobikwik","BOB","AXIS","FAILED","Network timeout occurred","network_issue","E003","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000771","2025-07-11T14:07:25.908463","47074.86","user9447@paytm","merchant622@mobikwik","ICICI","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000772","2025-08-06T14:07:25.908463","36680.03","user7505@phonepe","merchant155@gpay","PNB","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000773","2025-07-12T14:07:25.908463","36925.21","user1579@paytm","merchant905@amazonpay","HDFC","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000774","2025-07-24T14:07:25.908463","18582.12","user4518@phonepe","merchant404@gpay","HDFC","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000775","2025-08-08T14:07:25.908463","11810.91","user3813@mobikwik","merchant733@gpay","PNB","PNB","FAILED","Bank server temporarily unavailable","bank_server_error","E004","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000776","2025-07-18T14:07:25.908463","25610.83","user9784@gpay","merchant192@gpay","CANARA","BOB","FAILED","VPA does not exist","invalid_vpa","E006","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000777","2025-07-25T14:07:25.908463","20945.08","user5751@phonepe","merchant635@mobikwik","ICICI","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000778","2025-07-13T14:07:25.908463","43262.19","user8562@amazonpay","merchant237@paytm","CANARA","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000779","2025-08-02T14:07:25.908463","5953.96","user4113@amazonpay","merchant985@gpay","BOB","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000780","2025-07-27T14:07:25.908463","35938.88","user8264@paytm","merchant488@phonepe","KOTAK","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000781","2025-08-08T14:07:25.908463","39714.92","user4373@phonepe","merchant334@gpay","SBI","AXIS","FAILED","UPI PIN verification failed","authentication_failed","E008","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000782","2025-07-29T14:07:25.908463","11791.45","user2316@amazonpay","merchant616@mobikwik","KOTAK","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000783","2025-07-30T14:07:25.908463","24817.45","user6910@gpay","merchant949@phonepe","AXIS","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000784","2025-07-11T14:07:25.908463","7478.16","user5840@paytm","merchant391@gpay","PNB","AXIS","FAILED","Transaction timeout","timeout","E007","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000785","2025-08-07T14:07:25.908463","27955.02","user1005@amazonpay","merchant771@amazonpay","CANARA","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000786","2025-08-07T14:07:25.908463","39192.19","user9148@paytm","merchant801@phonepe","KOTAK","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000787","2025-07-20T14:07:25.908463","16917.31","user5019@amazonpay","merchant909@gpay","CANARA","ICICI","FAILED","Invalid VPA provided","incorrect_details","E002","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000788","2025-08-06T14:07:25.908463","481.71","user1987@mobikwik","merchant417@mobikwik","HDFC","BOB","FAILED","UPI PIN verification failed","authentication_failed","E008","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000789","2025-07-14T14:07:25.908463","30658.76","user4473@gpay","merchant256@amazonpay","AXIS","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000790","2025-07-18T14:07:25.908463","12162.77","user9039@gpay","merchant510@gpay","ICICI","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000791","2025-07-21T14:07:25.908463","35784.77","user1728@gpay","merchant333@amazonpay","CANARA","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000792","2025-07-14T14:07:25.908463","46608.71","user6337@paytm","merchant387@phonepe","PNB","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000793","2025-08-08T14:07:25.908463","38974.07","user3476@paytm","merchant668@phonepe","HDFC","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000794","2025-07-26T14:07:25.908463","27094.6","user6436@gpay","merchant480@paytm","ICICI","HDFC","FAILED","UPI PIN verification failed","authentication_failed","E008","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000795","2025-08-01T14:07:25.908463","35625.83","user5532@gpay","merchant495@amazonpay","SBI","KOTAK","FAILED","Transaction timeout","timeout","E007","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000796","2025-07-18T14:07:25.908463","30625.41","user7436@paytm","merchant402@paytm","SBI","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000797","2025-07-26T14:07:25.908463","49159.33","user3508@amazonpay","merchant122@paytm","HDFC","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000798","2025-07-10T14:07:25.908463","17557.77","user9987@paytm","merchant479@paytm","BOB","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000799","2025-07-23T14:07:25.908463","2420.93","user7635@gpay","merchant848@paytm","PNB","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000800","2025-07-27T14:07:25.908463","33603.7","user6241@paytm","merchant395@amazonpay","SBI","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000801","2025-07-26T14:07:25.909465","1449.04","user9081@paytm","merchant100@phonepe","KOTAK","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000802","2025-07-20T14:07:25.909465","18822.67","user5726@amazonpay","merchant442@mobikwik","ICICI","HDFC","FAILED","Network timeout occurred","network_issue","E003","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000803","2025-08-07T14:07:25.909465","34236.63","user7517@gpay","merchant429@gpay","KOTAK","KOTAK","FAILED","Transaction timeout","timeout","E007","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000804","2025-08-08T14:07:25.909465","4774.92","user2023@mobikwik","merchant449@phonepe","KOTAK","BOB","FAILED","Network timeout occurred","network_issue","E003","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000805","2025-07-31T14:07:25.909465","26523.49","user2403@paytm","merchant592@paytm","SBI","BOB","FAILED","Network timeout occurred","network_issue","E003","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000806","2025-07-17T14:07:25.909465","29343.37","user4385@mobikwik","merchant850@gpay","CANARA","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000807","2025-07-13T14:07:25.909465","45206.77","user6426@paytm","merchant574@mobikwik","BOB","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000808","2025-07-12T14:07:25.909465","46268.83","user6346@mobikwik","merchant996@gpay","AXIS","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000809","2025-07-16T14:07:25.909465","17207.73","user3242@paytm","merchant610@paytm","AXIS","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000810","2025-07-27T14:07:25.909465","33757.78","user9680@gpay","merchant812@mobikwik","BOB","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000811","2025-07-25T14:07:25.909465","19279.8","user4793@paytm","merchant916@mobikwik","PNB","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000812","2025-07-16T14:07:25.909465","25745.83","user6636@gpay","merchant760@amazonpay","SBI","SBI","FAILED","Transaction timeout","timeout","E007","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000813","2025-07-13T14:07:25.909465","43311.57","user8615@amazonpay","merchant468@paytm","HDFC","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000814","2025-07-24T14:07:25.909465","21452.08","user1747@paytm","merchant491@phonepe","KOTAK","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000815","2025-07-30T14:07:25.909465","17546.48","user6864@paytm","merchant798@phonepe","PNB","KOTAK","FAILED","Daily transaction limit exceeded","daily_limit_exceeded","E005","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000816","2025-07-13T14:07:25.909465","20093.27","user2653@gpay","merchant768@mobikwik","ICICI","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000817","2025-07-14T14:07:25.909465","28160.39","user1051@amazonpay","merchant696@gpay","KOTAK","BOB","FAILED","Network timeout occurred","network_issue","E003","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000818","2025-07-27T14:07:25.909465","15708.37","user3423@amazonpay","merchant972@paytm","PNB","HDFC","FAILED","Bank server temporarily unavailable","bank_server_error","E004","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000819","2025-07-28T14:07:25.909465","39672.82","user9962@paytm","merchant692@amazonpay","SBI","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000820","2025-07-14T14:07:25.909465","24057.44","user1918@amazonpay","merchant265@phonepe","BOB","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000821","2025-08-06T14:07:25.909465","49449.77","user2236@phonepe","merchant542@mobikwik","SBI","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000822","2025-08-09T14:07:25.909465","30232.04","user8902@amazonpay","merchant276@amazonpay","PNB","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000823","2025-07-10T14:07:25.909465","47899.13","user8134@paytm","merchant106@phonepe","BOB","AXIS","FAILED","Bank server temporarily unavailable","bank_server_error","E004","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000824","2025-08-04T14:07:25.909465","17426.85","user8667@phonepe","merchant315@paytm","BOB","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000825","2025-07-29T14:07:25.909465","18953.85","user5265@gpay","merchant170@gpay","KOTAK","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000826","2025-07-26T14:07:25.909465","22259.1","user3602@mobikwik","merchant360@paytm","KOTAK","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000827","2025-07-20T14:07:25.909465","28017.51","user8147@amazonpay","merchant842@gpay","CANARA","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000828","2025-08-01T14:07:25.909465","33428.48","user9286@mobikwik","merchant901@gpay","SBI","HDFC","FAILED","VPA does not exist","invalid_vpa","E006","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000829","2025-07-26T14:07:25.909465","35577.04","user7270@gpay","merchant363@mobikwik","CANARA","AXIS","FAILED","Network timeout occurred","network_issue","E003","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000830","2025-07-25T14:07:25.909465","49934.34","user6254@amazonpay","merchant976@phonepe","AXIS","SBI","FAILED","Network timeout occurred","network_issue","E003","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000831","2025-07-15T14:07:25.909465","4439.09","user1937@phonepe","merchant359@amazonpay","KOTAK","PNB","FAILED","UPI PIN verification failed","authentication_failed","E008","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000832","2025-07-25T14:07:25.909465","23058.64","user6931@mobikwik","merchant649@gpay","SBI","ICICI","FAILED","Transaction timeout","timeout","E007","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000833","2025-07-11T14:07:25.909465","38739.63","user4962@amazonpay","merchant380@gpay","HDFC","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000834","2025-07-14T14:07:25.909465","49142.35","user3364@paytm","merchant786@paytm","KOTAK","PNB","FAILED","VPA does not exist","invalid_vpa","E006","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000835","2025-07-11T14:07:25.909465","47203.43","user3150@paytm","merchant779@phonepe","SBI","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000836","2025-07-27T14:07:25.909465","49588.56","user5565@paytm","merchant440@mobikwik","AXIS","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000837","2025-08-06T14:07:25.909465","24926.24","user4243@paytm","merchant939@phonepe","PNB","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000838","2025-07-20T14:07:25.909465","7117.77","user3895@gpay","merchant990@mobikwik","HDFC","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000839","2025-08-06T14:07:25.909465","43807.47","user9489@paytm","merchant669@gpay","CANARA","CANARA","FAILED","Invalid VPA provided","incorrect_details","E002","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000840","2025-07-13T14:07:25.909465","556.39","user9768@paytm","merchant894@amazonpay","AXIS","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000841","2025-07-30T14:07:25.909465","33870.57","user6733@gpay","merchant233@mobikwik","KOTAK","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000842","2025-07-30T14:07:25.909465","36749.75","user2763@mobikwik","merchant964@mobikwik","KOTAK","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000843","2025-08-07T14:07:25.909465","45493.87","user4504@phonepe","merchant951@gpay","KOTAK","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000844","2025-07-29T14:07:25.909465","23858.1","user3923@gpay","merchant638@paytm","KOTAK","SBI","FAILED","Daily transaction limit exceeded","daily_limit_exceeded","E005","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000845","2025-07-15T14:07:25.909465","13090.17","user6504@phonepe","merchant738@gpay","HDFC","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000846","2025-08-02T14:07:25.909465","24953.12","user4392@mobikwik","merchant758@amazonpay","ICICI","SBI","FAILED","Network timeout occurred","network_issue","E003","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000847","2025-07-27T14:07:25.909465","4305.55","user6681@amazonpay","merchant368@phonepe","ICICI","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000848","2025-08-09T14:07:25.909465","43295.14","user2581@paytm","merchant934@mobikwik","BOB","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000849","2025-07-24T14:07:25.909465","47185.22","user4410@paytm","merchant895@amazonpay","AXIS","BOB","FAILED","Invalid VPA provided","incorrect_details","E002","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000850","2025-07-21T14:07:25.909465","46930.19","user7991@phonepe","merchant826@phonepe","SBI","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000851","2025-08-08T14:07:25.909465","34655.47","user6628@gpay","merchant346@paytm","PNB","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000852","2025-07-30T14:07:25.909465","46699.27","user7754@amazonpay","merchant382@amazonpay","CANARA","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000853","2025-07-17T14:07:25.909465","14650.33","user9746@phonepe","merchant460@mobikwik","KOTAK","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000854","2025-07-14T14:07:25.909465","32381.89","user5466@phonepe","merchant903@amazonpay","CANARA","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000855","2025-08-08T14:07:25.909465","8593.88","user9373@mobikwik","merchant372@gpay","CANARA","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000856","2025-08-07T14:07:25.909465","38188.44","user9822@amazonpay","merchant207@gpay","KOTAK","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000857","2025-07-24T14:07:25.910463","5893.39","user9765@gpay","merchant345@phonepe","KOTAK","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000858","2025-07-12T14:07:25.910463","13985.37","user5702@gpay","merchant707@mobikwik","AXIS","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000859","2025-07-27T14:07:25.910463","28534.15","user2341@paytm","merchant724@gpay","CANARA","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000860","2025-07-31T14:07:25.910463","1831.79","user5589@mobikwik","merchant620@amazonpay","CANARA","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000861","2025-07-24T14:07:25.910463","40183.23","user3169@paytm","merchant196@amazonpay","BOB","ICICI","FAILED","Network timeout occurred","network_issue","E003","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000862","2025-07-18T14:07:25.910463","19907.35","user5807@paytm","merchant896@paytm","SBI","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000863","2025-07-22T14:07:25.910463","42627.95","user9892@mobikwik","merchant604@paytm","PNB","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000864","2025-07-25T14:07:25.910463","47721.89","user7869@amazonpay","merchant394@mobikwik","KOTAK","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000865","2025-08-07T14:07:25.910463","6229.58","user8582@gpay","merchant999@amazonpay","AXIS","HDFC","FAILED","Transaction timeout","timeout","E007","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000866","2025-08-03T14:07:25.910463","5069.06","user7136@gpay","merchant769@mobikwik","AXIS","SBI","FAILED","UPI PIN verification failed","authentication_failed","E008","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000867","2025-07-10T14:07:25.910463","47702.64","user7140@paytm","merchant470@paytm","BOB","PNB","FAILED","Bank server temporarily unavailable","bank_server_error","E004","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000868","2025-07-18T14:07:25.910463","22611.54","user4855@mobikwik","merchant290@paytm","AXIS","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000869","2025-07-27T14:07:25.910463","4681.11","user7903@amazonpay","merchant123@mobikwik","HDFC","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000870","2025-08-01T14:07:25.910463","41595.47","user4064@phonepe","merchant879@paytm","HDFC","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000871","2025-08-06T14:07:25.910463","44171.81","user2836@paytm","merchant629@paytm","CANARA","KOTAK","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000872","2025-07-24T14:07:25.910463","9256.83","user1126@phonepe","merchant720@phonepe","BOB","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000873","2025-07-31T14:07:25.910463","19335.75","user7565@paytm","merchant439@phonepe","CANARA","SBI","FAILED","Network timeout occurred","network_issue","E003","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000874","2025-08-03T14:07:25.910463","31794.44","user3311@amazonpay","merchant586@gpay","SBI","BOB","FAILED","Transaction timeout","timeout","E007","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000875","2025-08-07T14:07:25.910463","18119.16","user4600@gpay","merchant598@paytm","KOTAK","CANARA","FAILED","Bank server temporarily unavailable","bank_server_error","E004","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000876","2025-07-28T14:07:25.910463","37376.0","user5923@phonepe","merchant734@amazonpay","HDFC","AXIS","FAILED","Invalid VPA provided","incorrect_details","E002","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000877","2025-07-27T14:07:25.910463","40426.86","user7285@gpay","merchant231@paytm","KOTAK","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000878","2025-07-28T14:07:25.910463","42307.48","user9598@mobikwik","merchant300@phonepe","PNB","SBI","FAILED","Invalid VPA provided","incorrect_details","E002","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000879","2025-07-21T14:07:25.910463","6403.82","user8683@amazonpay","merchant906@mobikwik","AXIS","AXIS","FAILED","Daily transaction limit exceeded","daily_limit_exceeded","E005","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000880","2025-07-10T14:07:25.910463","24555.83","user5152@gpay","merchant730@paytm","ICICI","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000881","2025-07-20T14:07:25.910463","35303.13","user3470@paytm","merchant818@paytm","SBI","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000882","2025-08-06T14:07:25.910463","28839.44","user8855@phonepe","merchant442@gpay","BOB","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000883","2025-08-09T14:07:25.910463","5634.59","user3312@mobikwik","merchant512@paytm","HDFC","SBI","FAILED","UPI PIN verification failed","authentication_failed","E008","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000884","2025-07-15T14:07:25.910463","262.27","user7315@mobikwik","merchant952@mobikwik","KOTAK","AXIS","FAILED","Daily transaction limit exceeded","daily_limit_exceeded","E005","3","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000885","2025-07-29T14:07:25.910463","9422.82","user6856@amazonpay","merchant492@amazonpay","AXIS","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000886","2025-07-29T14:07:25.910463","44056.3","user7405@gpay","merchant187@amazonpay","CANARA","ICICI","FAILED","Invalid VPA provided","incorrect_details","E002","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000887","2025-07-27T14:07:25.910463","16326.52","user8486@amazonpay","merchant298@paytm","ICICI","CANARA","FAILED","Insufficient balance in account","insufficient_funds","E001","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000888","2025-07-23T14:07:25.910463","33765.2","user5286@gpay","merchant152@paytm","BOB","PNB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000889","2025-07-18T14:07:25.910463","11979.8","user9630@amazonpay","merchant671@mobikwik","SBI","AXIS","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000890","2025-07-26T14:07:25.910463","5555.54","user5294@mobikwik","merchant793@gpay","KOTAK","HDFC","FAILED","VPA does not exist","invalid_vpa","E006","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000891","2025-07-11T14:07:25.910463","8039.32","user5300@amazonpay","merchant715@mobikwik","BOB","SBI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000892","2025-07-24T14:07:25.910463","11179.81","user8886@gpay","merchant490@gpay","AXIS","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000893","2025-07-14T14:07:25.910463","45992.93","user4367@phonepe","merchant136@paytm","PNB","ICICI","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000894","2025-07-28T14:07:25.910463","43759.6","user5746@phonepe","merchant516@amazonpay","HDFC","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000895","2025-07-30T14:07:25.910463","38223.77","user8138@gpay","merchant293@phonepe","CANARA","AXIS","FAILED","Invalid VPA provided","incorrect_details","E002","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000896","2025-07-15T14:07:25.910463","4586.44","user9541@paytm","merchant795@phonepe","SBI","CANARA","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000897","2025-08-04T14:07:25.910463","44920.77","user5756@phonepe","merchant777@paytm","PNB","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000898","2025-07-13T14:07:25.910463","13457.11","user1105@paytm","merchant534@amazonpay","ICICI","PNB","FAILED","Insufficient balance in account","insufficient_funds","E001","2","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000899","2025-07-24T14:07:25.910463","27581.17","user9656@mobikwik","merchant257@paytm","KOTAK","BOB","FAILED","Insufficient balance in account","insufficient_funds","E001","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000900","2025-07-29T14:07:25.910463","34251.0","user5082@gpay","merchant453@amazonpay","BOB","AXIS","FAILED","Daily transaction limit exceeded","daily_limit_exceeded","E005","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000901","2025-07-28T14:07:25.910463","33946.27","user3418@gpay","merchant436@amazonpay","CANARA","HDFC","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000902","2025-07-16T14:07:25.910463","44388.14","user9913@phonepe","merchant860@mobikwik","SBI","BOB","SUCCESS","","","","0","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
"TXN000903","2025-07-25T14:07:25.910463","8685.9","user6543@mobikwik","merchant727@gpay","KOTAK","CANARA","FAILED","Bank server temporarily unavailable","bank_server_error","E004","1","{""device"": ""mobile"", ""app_version"": ""1.2.3""}"
